date,ilosc,articles,customers,year,month,day,day_of_year,week_of_year,quarter,season,month_sin,month_cos,day_sin,day_cos,day_of_year_sin,day_of_year_cos,week_of_year_sin,week_of_year_cos,quarter_sin,quarter_cos,season_sin,season_cos,is_last_days,is_weak_month,is_saturday,is_first_days,ilosc_log,ilosc_log_std,customers_log,customers_log_std,articles_log,articles_log_std
2022-07-11,121.55,414,46,2022,7,11,192,28,3,3,-0.4999999999999997,-0.8660254037844388,0.7431448254773945,-0.6691306063588579,-0.16280701293851646,-0.9866579328916572,-0.23030297164060748,-0.9731189758983767,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,4.808519109974122,-0.9903605624225297,3.8501476017100584,-0.530894179949013,6.028278520230698,-0.6444808217678325
2022-07-12,229.619,589,49,2022,7,12,193,28,3,3,-0.4999999999999997,-0.8660254037844388,0.5877852522924732,-0.8090169943749473,-0.17976658572556214,-0.9837092937736098,-0.23030297164060748,-0.9731189758983767,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.4407669981962,-0.3793538865962493,3.912023005428146,-0.37077786376582506,6.380122536899765,-0.16176681497022039
2022-07-13,144.755,480,52,2022,7,13,194,28,3,3,-0.4999999999999997,-0.8660254037844388,0.40673664307580004,-0.913545457642601,-0.19667288979357622,-0.9804691603616321,-0.23030297164060748,-0.9731189758983767,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,4.981927129959512,-0.8227784165163748,3.970291913552122,-0.21999415398454464,6.175867270105761,-0.44199576181170036
2022-07-14,173.485,493,48,2022,7,14,195,28,3,3,-0.4999999999999997,-0.8660254037844388,0.20791169081775931,-0.9781476007338057,-0.2135209154397959,-0.9769384927771817,-0.23030297164060748,-0.9731189758983767,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.161838778062332,-0.6489111405672944,3.8918202981106265,-0.4230568450448233,6.202535517187923,-0.4054081383381795
2022-07-15,233.597,559,49,2022,7,15,196,28,3,3,-0.4999999999999997,-0.8660254037844388,5.66553889764798e-16,-1.0,-0.23030567023061196,-0.973118337233262,-0.23030297164060748,-0.9731189758983767,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.457869148413827,-0.3628263059611629,3.912023005428146,-0.37077786376582506,6.327936783729195,-0.2333632975513373
2022-07-18,720.46,629,38,2022,7,18,199,29,3,3,-0.4999999999999997,-0.8660254037844388,-0.587785252292473,-0.8090169943749475,-0.2802306751992161,-0.9599326896597445,-0.34560961748412156,-0.9383783843964434,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,6.581276936621629,0.7228390968928208,3.6635616461296463,-1.0137266798414102,6.4457198193855785,-0.07177032344669163
2022-07-19,333.26800000000003,670,59,2022,7,19,200,29,3,3,-0.4999999999999997,-0.8660254037844388,-0.743144825477394,-0.6691306063588585,-0.2967128192734901,-0.9549667548552553,-0.34560961748412156,-0.9383783843964434,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.811943066439346,-0.020647974202830564,4.0943445622221,0.10101955944998849,6.508769136971682,0.014730475987022125
2022-07-20,132.821,297,41,2022,7,20,201,29,3,3,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.3131070409358267,-0.9497178427914317,-0.34560961748412156,-0.9383783843964434,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,4.896503086051306,-0.90533252555542,3.7376696182833684,-0.821955882593398,5.697093486505405,-1.0988516424923611
2022-07-21,307.19,864,50,2022,7,21,202,29,3,3,-0.4999999999999997,-0.8660254037844388,-0.9510565162951535,-0.30901699437494756,-0.3294084822245302,-0.9441875088341994,-0.34560961748412156,-0.9383783843964434,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.730716475896282,-0.09914564892972094,3.9318256327243257,-0.31953417818343793,6.762729506931879,0.3631525662981243
2022-07-22,710.294,330,40,2022,7,22,203,29,3,3,-0.4999999999999997,-0.8660254037844388,-0.9945218953682733,-0.10452846326765423,-0.3456123126707333,-0.9383773917408642,-0.34560961748412156,-0.9383783843964434,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,6.567085846444508,0.7091247753474269,3.713572066704308,-0.8843136363375668,5.802118375377063,-0.9547622661810508
2022-07-25,605.54,569,47,2022,7,25,206,30,3,3,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,-0.39359027665646645,-0.9192859697186105,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,6.407770678394021,0.5551620131894278,3.871201010907891,-0.476413819073908,6.345636360828596,-0.20908028185261815
2022-07-26,502.112,894,63,2022,7,26,207,30,3,3,-0.4999999999999997,-0.8660254037844388,-0.743144825477394,0.6691306063588585,-0.4093559588156211,-0.9123747579707274,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,6.220812809329691,0.37448524348476253,4.1588830833596715,0.2680272819941556,6.796823718274855,0.40992827538017595
2022-07-27,209.287,535,50,2022,7,27,208,30,3,3,-0.4999999999999997,-0.8660254037844388,-0.5877852522924734,0.8090169943749473,-0.42500033996955394,-0.9051931898913975,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.348473264345252,-0.4685468891675062,3.9318256327243257,-0.31953417818343793,6.284134161070802,-0.2934585059105692
2022-07-28,639.132,795,58,2022,7,28,209,30,3,3,-0.4999999999999997,-0.8660254037844388,-0.40673664307580015,0.913545457642601,-0.4405187843504952,-0.8977433935342336,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,1,0,0,6.46167440508711,0.6072547721767443,4.07753744390572,0.057527417035292655,6.679599185844383,0.2491015423289988
2022-07-29,2023.6970000000001,2558,98,2022,7,29,210,30,3,3,-0.4999999999999997,-0.8660254037844388,-0.20791169081775898,0.9781476007338057,-0.455906693508459,-0.8900275764346766,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,1,0,0,7.61317533871538,1.7200694937024497,4.59511985013459,1.3968865682770206,7.847371836159788,1.8512325673184455
2022-07-30,5023.109,2604,4,2022,7,30,211,30,3,3,-0.4999999999999997,-0.8660254037844388,-1.133107779529596e-15,1.0,-0.47115950767386394,-0.8820480249558535,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,1,1,0,8.522003403772555,2.5983642658522683,1.6094379124341003,-6.329226950713053,7.865187954187467,1.8756754718763737
2022-08-02,76.687,213,23,2022,8,2,214,31,3,3,-0.8660254037844385,-0.5000000000000004,0.40673664307580015,0.9135454576426009,-0.5160623910158526,-0.8565509959010037,-0.5595867178701383,-0.8287718052536092,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,1,4.352687933208384,-1.4308774818808447,3.1780538303479458,-2.270085721881685,5.365976015021851,-1.5531297708905365
2022-08-03,184.977,490,63,2022,8,3,215,31,3,3,-0.8660254037844385,-0.5000000000000004,0.5877852522924731,0.8090169943749475,-0.5307300481619331,-0.8475409228928312,-0.5595867178701383,-0.8287718052536092,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,1,5.2256230101532,-0.587269824959952,4.1588830833596715,0.2680272819941556,6.19644412779452,-0.4137652478575931
2022-08-04,190.281,414,38,2022,8,4,216,31,3,3,-0.8660254037844385,-0.5000000000000004,0.7431448254773941,0.6691306063588582,-0.5452404385406507,-0.8382797052177745,-0.5595867178701383,-0.8287718052536092,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,1,5.253743551074505,-0.5600940311758396,3.6635616461296463,-1.0137266798414102,6.028278520230698,-0.6444808217678325
2022-08-05,259.012,466,48,2022,8,5,217,31,3,3,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,-0.5595892624101763,-0.828770087174504,-0.5595867178701383,-0.8287718052536092,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,1,5.560727783796626,-0.2634233438381858,3.8918202981106265,-0.4230568450448233,6.1463292576688975,-0.4825205729800743
2022-08-08,90.61,195,26,2022,8,8,220,32,3,3,-0.8660254037844385,-0.5000000000000004,0.9945218953682734,-0.10452846326765333,-0.6016240632249227,-0.7987793728863648,-0.6551539628224615,-0.7554953904545181,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,4.517540436027117,-1.2715634191132101,3.295836866004329,-1.9652960212100388,5.278114659230517,-1.673671559545129
2022-08-09,381.22499999999997,304,41,2022,8,9,221,32,3,3,-0.8660254037844385,-0.5000000000000004,0.9510565162951536,-0.30901699437494734,-0.6152845999633277,-0.7883050558305253,-0.6551539628224615,-0.7554953904545181,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.9460094404466775,0.10891426087660003,3.7376696182833684,-0.821955882593398,5.720311776607412,-1.0669972032660406
2022-08-10,225.199,555,51,2022,8,10,222,32,3,3,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,-0.6287628145958345,-0.7775971469736268,-0.6551539628224615,-0.7554953904545181,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.421415142805758,-0.3980555905535931,3.9512437185814275,-0.2692855787733442,6.320768294250582,-0.24319813945561838
2022-08-11,170.391,411,39,2022,8,11,223,32,3,3,-0.8660254037844385,-0.5000000000000004,0.7431448254773945,-0.6691306063588579,-0.6420547132365636,-0.7666588193001592,-0.6551539628224615,-0.7554953904545181,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.143947496033588,-0.666201341076139,3.6888794541139363,-0.9482112422897228,6.021023349349527,-0.6544345866185377
2022-08-12,176.579,380,38,2022,8,12,224,32,3,3,-0.8660254037844385,-0.5000000000000004,0.5877852522924732,-0.8090169943749473,-0.655156357209085,-0.7554933140726804,-0.6551539628224615,-0.7554953904545181,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.179415580323543,-0.6319248544580939,3.6635616461296463,-1.0137266798414102,5.942799375126701,-0.7617543255818661
2022-08-16,431.171,365,48,2022,8,16,228,33,3,3,-0.8660254037844385,-0.5000000000000004,-0.20791169081775907,-0.9781476007338057,-0.7055836101071774,-0.70862667826446,-0.7412198169399385,-0.6712623801283102,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,6.068821343256097,0.22760013375234484,3.8918202981106265,-0.4230568450448233,5.902633333401366,-0.8168603101087341
2022-08-17,322.439,850,76,2022,8,17,229,33,3,3,-0.8660254037844385,-0.5000000000000004,-0.4067366430758002,-0.9135454576426009,-0.7176769136759615,-0.6963762255968726,-0.7412198169399385,-0.6712623801283102,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.779010533564194,-0.05247409464298024,4.343805421853684,0.7465548040858854,6.7464121285733745,0.34076586447941803
2022-08-18,144.534,384,46,2022,8,18,230,33,3,3,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,-0.7295575540864876,-0.6839194216246105,-0.7412198169399385,-0.6712623801283102,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,4.98040973628928,-0.824244831319239,3.8501476017100584,-0.530894179949013,5.953243334287785,-0.7474256880759481
2022-08-19,188.734,467,53,2022,8,19,231,33,3,3,-0.8660254037844385,-0.5000000000000004,-0.743144825477394,-0.6691306063588585,-0.7412220108485957,-0.6712599575675315,-0.7412198169399385,-0.6712623801283102,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.245623091244858,-0.5679416733097596,3.9889840465642745,-0.17162411840226158,6.148468295917647,-0.47958590967807346
2022-08-22,259.454,782,63,2022,8,22,234,34,3,3,-0.8660254037844385,-0.5000000000000004,-0.9945218953682733,-0.10452846326765423,-0.7748840413670406,-0.6321034111873488,-0.8165361074816421,-0.5772943661415104,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.562426262107439,-0.2617819281751435,4.1588830833596715,0.2680272819941556,6.663132695990803,0.22651026631309842
2022-08-23,224.315,657,56,2022,8,23,235,34,3,3,-0.8660254037844385,-0.5000000000000004,-0.9945218953682734,0.10452846326765299,-0.7856498550787144,-0.6186714032625032,-0.8165361074816421,-0.5772943661415104,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.4174994231181275,-0.40183975640748715,4.04305126783455,-0.031713204277151616,6.489204931325317,-0.012110725369122673
2022-08-24,1741.701,1474,63,2022,8,24,236,34,3,3,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723,-0.7961828637826154,-0.6050560696488494,-0.8165361074816421,-0.5772943661415104,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,7.463191487488662,1.5751245503142461,4.1588830833596715,0.2680272819941556,7.29641326877392,1.0953424425974847
2022-08-25,198.679,647,62,2022,8,25,237,34,3,3,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,-0.8064799463209447,-0.5912614448635782,-0.8165361074816421,-0.5772943661415104,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,5.296711077155702,-0.518570056531689,4.143134726391533,0.22727491914631315,6.473890696352274,-0.03312116003520564
2022-08-26,418.795,831,59,2022,8,26,238,34,3,3,-0.8660254037844385,-0.5000000000000004,-0.743144825477394,0.6691306063588585,-0.8165380514459157,-0.5772916165517278,-0.8165361074816421,-0.5772943661415104,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,6.039766496882063,0.19952142375528387,4.0943445622221,0.10101955944998849,6.723832440821209,0.30978755866574076
2022-08-29,1191.411,1011,59,2022,8,29,241,35,3,3,-0.8660254037844385,-0.5000000000000004,-0.20791169081775898,0.9781476007338057,-0.8452490573530634,-0.5343725582809785,-0.8800105575885815,-0.4749541225556778,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,1,0,0,7.083732586853617,1.2084140783477895,4.0943445622221,0.10101955944998849,6.919683849847411,0.5784867944322472
2022-08-30,4435.912,2759,99,2022,8,30,242,35,3,3,-0.8660254037844385,-0.5000000000000004,-1.133107779529596e-15,1.0,-0.8543221697498269,-0.5197438121555157,-0.8800105575885815,-0.4749541225556778,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,1,0,0,8.397713917961584,2.4782504513497448,4.605170185988092,1.422894039041953,7.9229859587111955,1.9549717083526559
2022-08-31,1097.486,1749,87,2022,8,31,243,35,3,3,-0.8660254037844385,-0.5000000000000004,0.2079116908177585,0.9781476007338058,-0.8631421280499115,-0.5049610547215202,-0.8800105575885815,-0.4749541225556778,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,1,0,0,7.001688147091653,1.129126031139036,4.477336814478207,1.0920968676053755,7.4673710669175595,1.3298887751356128
2022-09-01,96.356,224,29,2022,9,1,244,35,3,4,-1.0,-1.8369701987210297e-16,0.20791169081775931,0.9781476007338057,-0.8717063187093217,-0.4900286664290594,-0.8800105575885815,-0.4749541225556778,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,1,4.578374363200928,-1.2127732889880583,3.4011973816621555,-1.6926523433577876,5.41610040220442,-1.4843613887982798
2022-09-02,117.13,313,42,2022,9,2,245,35,3,4,-1.0,-1.8369701987210297e-16,0.40673664307580015,0.9135454576426009,-0.8800122039735356,-0.4749510720670502,-0.8800105575885815,-0.4749541225556778,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,1,4.771785712960429,-1.025859851893086,3.7612001156935624,-0.7610655071472182,5.749392985908253,-1.0270991052479843
2022-09-05,442.663,428,53,2022,9,5,248,36,3,4,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,-0.9033558023246842,-0.4288919379124841,-0.9307226270630066,-0.3657258419539638,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,1,6.095065265230041,0.2529623561095219,3.9889840465642745,-0.17162411840226158,6.061456918928017,-0.5989615660307783
2022-09-06,1345.006,1147,60,2022,9,6,249,36,3,4,-1.0,-1.8369701987210297e-16,0.9510565162951535,0.30901699437494745,-0.9106046300942162,-0.41327860778290443,-0.9307226270630066,-0.3657258419539638,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,7.204896967847041,1.3255077801037967,4.110873864173311,0.1437927904670463,7.045776576879511,0.7514802875998514
2022-09-07,217.685,521,58,2022,9,7,250,36,3,4,-1.0,-1.8369701987210297e-16,0.9945218953682733,0.10452846326765346,-0.9175836260593934,-0.3975428142825566,-0.9307226270630066,-0.3657258419539638,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.387632338224895,-0.4307034166856614,4.07753744390572,0.057527417035292655,6.257667587882639,-0.32976944196345315
2022-09-08,138.567,483,52,2022,9,8,251,36,3,4,-1.0,-1.8369701987210297e-16,0.9945218953682734,-0.10452846326765333,-0.9242907221930934,-0.3816892202666586,-0.9307226270630066,-0.3657258419539638,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,4.938544772699013,-0.8647032855322052,3.970291913552122,-0.21999415398454464,6.182084906716632,-0.43346544684525873
2022-09-09,211.939,593,65,2022,9,9,252,36,3,4,-1.0,-1.8369701987210297e-16,0.9510565162951536,-0.30901699437494734,-0.9307239310379793,-0.3657225234972692,-0.9307226270630066,-0.3657258419539638,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.361005739716891,-0.45643545904753674,4.189654742026425,0.34765576653730834,6.386879319362645,-0.15249681638790935
2022-09-12,183.872,499,52,2022,9,12,255,37,3,4,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473,-0.9483615800121716,-0.31719128858910595,-0.9679368625314166,-0.25119361089175307,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.219663693718775,-0.5930289301979849,3.970291913552122,-0.21999415398454464,6.214608098422191,-0.3888451053352204
2022-09-13,505.206,714,57,2022,9,13,256,37,3,4,-1.0,-1.8369701987210297e-16,0.40673664307580004,-0.913545457642601,-0.9536809966304455,-0.300819807635668,-0.9679368625314166,-0.25119361089175307,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,6.2269437010632975,0.38041015972060144,4.060443010546419,0.013291783289761256,6.5722825426940075,0.10186798326037386
2022-09-14,374.81600000000003,627,58,2022,9,14,257,37,3,4,-1.0,-1.8369701987210297e-16,0.20791169081775931,-0.9781476007338057,-0.9587178169872964,-0.2843591872810036,-0.9679368625314166,-0.25119361089175307,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.929099661911252,0.09257258894007028,4.07753744390572,0.057527417035292655,6.4425401664681985,-0.07613266279952437
2022-09-15,171.938,266,41,2022,9,15,258,37,3,4,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0,-0.9634705485641486,-0.26781430516217486,-0.9679368625314166,-0.25119361089175307,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.152933148760891,-0.6575175733557319,3.7376696182833684,-0.821955882593398,5.58724865840025,-1.2495537564649475
2022-09-16,104.533,282,37,2022,9,16,259,37,3,4,-1.0,-1.8369701987210297e-16,-0.20791169081775907,-0.9781476007338057,-0.9679377830240642,-0.25119006388481957,-0.9679368625314166,-0.25119361089175307,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,4.659023700214117,-1.1348334741875805,3.6375861597263857,-1.080944006016864,5.645446897643238,-1.1697084161362747
2022-09-19,102.765,370,47,2022,9,19,262,38,3,4,-1.0,-1.8369701987210297e-16,-0.743144825477394,-0.6691306063588585,-0.9796136916454901,-0.20089055513063528,-0.9911135633801081,-0.13301843663186058,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,4.642128726973624,-1.1511608382328389,3.871201010907891,-0.476413819073908,5.916202062607435,-0.7982446300576109
2022-09-20,991.848,712,46,2022,9,20,263,38,3,4,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.9829265519799822,-0.18399835165767986,-0.9911135633801081,-0.13301843663186058,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,6.900577580828031,1.031412409418012,3.8501476017100584,-0.530894179949013,6.569481420414296,0.09802497074599198
2022-09-21,150.059,481,54,2022,9,21,264,38,3,4,-1.0,-1.8369701987210297e-16,-0.9510565162951535,-0.30901699437494756,-0.9859481499638303,-0.1670516255021195,-0.9911135633801081,-0.13301843663186058,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.017670488977252,-0.788235903392751,4.007333185232471,-0.12414165667850406,6.1779441140506,-0.4391464262692132
2022-09-22,230.50300000000001,520,44,2022,9,22,265,38,3,4,-1.0,-1.8369701987210297e-16,-0.9945218953682733,-0.10452846326765423,-0.9886775902323404,-0.15005539834465262,-0.9911135633801081,-0.13301843663186058,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.444592832405605,-0.3756565863978662,3.8066624897703196,-0.6434215416180763,6.255750041753367,-0.3324002281397912
2022-09-23,844.22,729,42,2022,9,23,266,38,3,4,-1.0,-1.8369701987210297e-16,-0.9945218953682734,0.10452846326765299,-0.9911140639934546,-0.13301470653419636,-0.9911135633801081,-0.13301843663186058,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,6.739596948500271,0.8758401364799517,3.7612001156935624,-0.7610655071472182,6.593044534142437,0.13035249232222773
2022-09-26,257.023,761,51,2022,9,26,269,39,3,4,-1.0,-1.8369701987210297e-16,-0.743144825477394,0.6691306063588585,-0.99665890175417,-0.08167639533042288,-0.9999166087802047,-0.012914158334750212,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,5.553048728235056,-0.2708444112700664,3.9512437185814275,-0.2692855787733442,6.635946555686647,0.18921211686659384
2022-09-27,446.41999999999996,326,50,2022,9,27,270,39,3,4,-1.0,-1.8369701987210297e-16,-0.5877852522924734,0.8090169943749473,-0.9979171608653922,-0.06450844944931625,-0.9999166087802047,-0.012914158334750212,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,0,6.103497750783759,0.26111154104649104,3.9318256327243257,-0.31953417818343793,5.7899601708972535,-0.9714427703870768
2022-09-28,1025.44,1110,51,2022,9,28,271,39,3,4,-1.0,-1.8369701987210297e-16,-0.40673664307580015,0.913545457642601,-0.9988797155850335,-0.04732138832243232,-0.9999166087802047,-0.012914158334750212,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,0,0,0,6.933851783703411,1.0635687209983111,3.9512437185814275,-0.2692855787733442,7.01301578963963,0.7065339758105529
2022-09-29,158.01500000000001,571,50,2022,9,29,272,39,3,4,-1.0,-1.8369701987210297e-16,-0.20791169081775898,0.9781476007338057,-0.9995462806873573,-0.03012030484690836,-0.9999166087802047,-0.012914158334750212,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,0,0,0,5.0689985373931705,-0.738632289330153,3.9318256327243257,-0.31953417818343793,6.349138991379798,-0.20427483185887127
2022-09-30,3410.914,3631,124,2022,9,30,273,39,3,4,-1.0,-1.8369701987210297e-16,-1.133107779529596e-15,1.0,-0.9999166586547379,-0.012910296075008843,-0.9999166087802047,-0.012914158334750212,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,0,0,0,8.13502870313565,2.2243904972250275,4.8283137373023015,2.0003274175658508,8.197538739721184,2.331645651122621
2022-10-03,314.262,105,21,2022,10,3,276,40,4,4,-0.8660254037844386,0.5000000000000001,0.5877852522924731,0.8090169943749475,-0.9992500112396835,0.03872228089217399,-0.9942183322904885,0.10737740794748105,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,1,5.75340403914833,-0.07722030467240143,3.091042453358316,-2.4952469380101787,4.663439094112067,-2.5169785105284443
2022-10-04,274.261,613,60,2022,10,4,277,40,4,4,-0.8660254037844386,0.5000000000000001,0.7431448254773941,0.6691306063588582,-0.9984354211555643,0.05591699010060302,-0.9942183322904885,0.10737740794748105,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,1,5.617719738473655,-0.20834611001147182,4.110873864173311,0.1437927904670463,6.419994928147142,-0.1070637055587373
2022-10-05,190.9219,518,69,2022,10,5,278,40,4,4,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.9973249731081555,0.07309512989807776,-0.9942183322904885,0.10737740794748105,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,1,5.257088518440751,-0.5568614424566511,4.248495242049359,0.4999185969985655,6.251903883165888,-0.3376769829930279
2022-10-06,125.528,398,52,2022,10,6,279,40,4,4,-0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,-0.9959189961471792,0.0902516100310407,-0.9942183322904885,0.10737740794748105,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,4.840463627548152,-0.9594892635896162,3.970291913552122,-0.21999415398454464,5.988961416889864,-0.6984221013979499
2022-10-07,168.181,499,52,2022,10,7,280,40,4,4,-0.8660254037844386,0.5000000000000001,0.9945218953682733,0.10452846326765346,-0.994217906893952,0.10738134666416306,-0.9942183322904885,0.10737740794748105,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,5.130969147722568,-0.67874366443847,3.970291913552122,-0.21999415398454464,6.214608098422191,-0.3888451053352204
2022-10-10,191.607,520,73,2022,10,10,283,41,4,4,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.9873494423939864,0.15855938510313475,-0.9741013733439573,0.22611173001287738,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,5.2606518434595415,-0.5534178321019497,4.30406509320417,0.643717898871329,6.255750041753367,-0.3324002281397912
2022-10-11,945.88,958,67,2022,10,11,284,41,4,4,-0.8660254037844386,0.5000000000000001,0.7431448254773945,-0.6691306063588579,-0.9844738167520923,0.17553149042142777,-0.9741013733439573,0.22611173001287738,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,6.853172369211845,0.9855998392125211,4.219507705176107,0.424906922884628,6.8658910748834385,0.5046855509566625
2022-10-12,156.468,438,59,2022,10,12,285,41,4,4,-0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,-0.9813064702716093,0.19245158197082995,-0.9741013733439573,0.22611173001287738,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,5.059222263019757,-0.7480801167063146,4.0943445622221,0.10101955944998849,6.0844994130751715,-0.5673483108682063
