date,ilosc,articles,customers,year,month,day,day_of_year,week_of_year,quarter,season,month_sin,month_cos,day_sin,day_cos,day_of_year_sin,day_of_year_cos,week_of_year_sin,week_of_year_cos,quarter_sin,quarter_cos,season_sin,season_cos,is_last_days,is_weak_month,is_saturday,is_first_days,ilosc_log,ilosc_log_std,customers_log,customers_log_std,articles_log,articles_log_std
2022-03-14,284.206,409,50,2022,3,14,73,11,1,2,1.0,6.123233995736766e-17,0.20791169081775931,-0.9781476007338057,0.9510565162951535,0.30901699437494745,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,5.653211726187011,-0.17404652303746584,3.9318256327243257,-0.31953417818343793,6.016157159698354,-0.6611107777517354
2022-03-15,584.987,702,47,2022,3,15,74,11,1,2,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,0.9562348265919056,0.29260033563334836,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,6.373297605030596,0.521847108776646,3.871201010907891,-0.476413819073908,6.555356891810665,0.07864675917106262
2022-03-16,291.941,502,44,2022,3,16,75,11,1,2,1.0,6.123233995736766e-17,-0.20791169081775907,-0.9781476007338057,0.9611297838723007,0.27609697309746883,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,5.679971223552663,-0.14818604673259908,3.8066624897703196,-0.6434215416180763,6.220590170099739,-0.3806379747557181
2022-03-17,3993.2490000000003,1716,36,2022,3,17,76,11,1,2,1.0,6.123233995736766e-17,-0.4067366430758002,-0.9135454576426009,0.9657399376548549,0.2595117970697999,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,8.292610855547757,2.3766784667200747,3.6109179126442243,-1.1499540039364493,7.448333860897476,1.3037705933254342
2022-03-18,1036.49,649,49,2022,3,18,77,11,1,2,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475,0.9700639218515071,0.2428497220959356,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,6.944559613504185,1.0739168069528289,3.912023005428146,-0.37077786376582506,6.476972362889683,-0.028893253544228923
2022-03-21,162.214,442,39,2022,3,21,80,12,1,2,1.0,6.123233995736766e-17,-0.9510565162951535,-0.30901699437494756,0.9813064702716093,0.19245158197082998,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,5.095062223164469,-0.7134442478996249,3.6888794541139363,-0.9482112422897228,6.093569770045136,-0.5549041931665424
2022-03-22,343.65500000000003,615,46,2022,3,22,81,12,1,2,1.0,6.123233995736766e-17,-0.9945218953682733,-0.10452846326765423,0.9844738167520922,0.1755314904214282,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,5.842543916697776,0.008924799612894573,3.8501476017100584,-0.530894179949013,6.423246963533519,-0.10260206074673454
2022-03-23,484.432,788,54,2022,3,23,82,12,1,2,1.0,6.123233995736766e-17,-0.9945218953682734,0.10452846326765299,0.9873494423939864,0.15855938510313475,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,6.1850392161298435,0.3399135119367677,4.007333185232471,-0.12414165667850406,6.670766320845874,0.23698325282304675
2022-03-24,450.84000000000003,414,29,2022,3,24,83,12,1,2,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,0.989932495087353,0.141540295217043,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,6.1133281348648225,0.27061166024239197,3.4011973816621555,-1.6926523433577876,6.028278520230698,-0.6444808217678325
2022-03-25,592.28,799,66,2022,3,25,84,12,1,2,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.9922222094179323,0.12447926388678915,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,6.385666462937436,0.5338004183791145,4.204692619390966,0.3865696059975739,6.684611727667927,0.2559785219939944
2022-03-28,263.653,533,42,2022,3,28,87,13,1,2,1.0,6.123233995736766e-17,-0.40673664307580015,0.913545457642601,0.9973249731081555,0.07309512989807777,0.9999907341944384,0.004304825811567806,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1,0,0,0,5.578419533966179,-0.24632597164917686,3.7612001156935624,-0.7610655071472182,6.280395838960195,-0.29858731401648747
2022-03-29,273.377,747,56,2022,3,29,88,13,1,2,1.0,6.123233995736766e-17,-0.20791169081775898,0.9781476007338057,0.9984354211555643,0.055916990100603484,0.9999907341944384,0.004304825811567806,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1,0,0,0,5.614503073096719,-0.2114547072180737,4.04305126783455,-0.031713204277151616,6.617402977974478,0.1637711706696226
2022-03-30,3475.225,2115,82,2022,3,30,89,13,1,2,1.0,6.123233995736766e-17,-1.133107779529596e-15,1.0,0.9992500112396835,0.03872228089217446,0.9999907341944384,0.004304825811567806,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1,0,0,0,8.153702213864637,2.2424366464159875,4.418840607796598,0.9407249724461425,7.65728279297819,1.590439035709753
2022-03-31,1295.281,1381,109,2022,3,31,90,13,1,2,1.0,6.123233995736766e-17,0.2079116908177585,0.9781476007338058,0.9997685019798909,0.021516097436222254,0.9999907341944384,0.004304825811567806,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,0,0,7.167254674397601,1.2891301297874045,4.700480365792417,1.6695302461292731,7.231287004327616,1.005992166426083
2022-04-01,85.527,220,29,2022,4,1,91,13,2,2,0.8660254037844387,-0.4999999999999998,0.20791169081775931,0.9781476007338057,0.9999907397361901,0.004303538296244289,0.9999907341944384,0.004304825811567806,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,0,1,4.460456503961,-1.3267295402257575,3.4011973816621555,-1.6926523433577876,5.3981627015177525,-1.5089710992409098
2022-04-04,228.735,589,58,2022,4,4,94,14,2,2,0.8660254037844387,-0.4999999999999998,0.7431448254773941,0.6691306063588582,0.9988797155850336,-0.04732138832243185,0.9932570100176431,-0.11593322237741702,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,0,1,5.436926470747509,-0.38306538639491716,4.07753744390572,0.057527417035292655,6.380122536899765,-0.16176681497022039
2022-04-05,99.008,307,47,2022,4,5,95,14,2,2,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.9979171608653922,-0.06450844944931623,0.9932570100176431,-0.11593322237741702,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,0,1,4.605250182788262,-1.1868003984619369,3.871201010907891,-0.476413819073908,5.730099782973574,-1.0535685031951945
2022-04-06,228.514,496,42,2022,4,6,96,14,2,2,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,0.9966589017541702,-0.08167639533042241,0.9932570100176431,-0.11593322237741702,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,0,0,5.435964029818692,-0.3839954928350502,3.7612001156935624,-0.7610655071472182,6.208590026096629,-0.39710162716831005
2022-04-07,156.689,428,52,2022,4,7,97,14,2,2,0.8660254037844387,-0.4999999999999998,0.9945218953682733,0.10452846326765346,0.9951053111006976,-0.09882013873287143,0.9932570100176431,-0.11593322237741702,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,0,0,5.060624738841169,-0.746724758933626,3.970291913552122,-0.21999415398454464,6.061456918928017,-0.5989615660307783
